WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_33,GemiddeldeHuishoudensgrootte_32,GemiddeldInkomenPerInwoner_66,HuishoudensMetKinderen_31,HuishoudensTotaal_28,HuishOnderOfRondSociaalMinimum_73,MateVanStedelijkheid_104,k_0Tot15Jaar_8,k_25Tot45Jaar_10,k_65JaarOfOuder_12,cluster_id,cluster_label_short,cluster_label_long
BU09955112,Lelystad                                ,Buurt     ,BU09955112,805,1336.0,2.7,21.6,170,295,4.2,5.0,245,345,15,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU09956221,Lelystad                                ,Buurt     ,BU09956221,565,3470.0,1.9,23.5,80,300,8.0,2.0,85,185,85,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU09956224,Lelystad                                ,Buurt     ,BU09956224,865,6042.0,1.8,23.0,120,485,12.0,2.0,115,280,110,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU09956331,Lelystad                                ,Buurt     ,BU09956331,195,1239.0,1.3,18.3,15,145,19.3,2.0,15,80,25,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU09956662,Lelystad                                ,Buurt     ,BU09956662,515,5731.0,1.5,26.8,55,335,7.3,2.0,50,215,80,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU09956664,Lelystad                                ,Buurt     ,BU09956664,485,5790.0,1.3,20.9,25,350,23.0,2.0,15,75,230,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU09956666,Lelystad                                ,Buurt     ,BU09956666,390,2114.0,1.3,19.9,0,235,13.0,2.0,0,0,350,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU16400000,Leudal                                  ,Buurt     ,BU16400000,5755,2427.0,2.2,25.7,830,2550,4.4,4.0,750,1150,1470,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU16400001,Leudal                                  ,Buurt     ,BU16400001,725,29.0,2.2,27.0,100,330,13.9,5.0,85,110,225,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400100,Leudal                                  ,Buurt     ,BU16400100,565,1744.0,2.3,23.4,80,245,2.1,5.0,75,120,115,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400200,Leudal                                  ,Buurt     ,BU16400200,3395,2210.0,2.2,25.2,525,1495,3.9,5.0,465,755,700,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU16400201,Leudal                                  ,Buurt     ,BU16400201,810,56.0,2.5,28.6,125,315,3.8,5.0,90,130,160,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU16400300,Leudal                                  ,Buurt     ,BU16400300,2620,2042.0,2.3,23.8,395,1145,3.2,5.0,395,565,590,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU16400301,Leudal                                  ,Buurt     ,BU16400301,780,43.0,2.6,24.8,125,295,3.8,5.0,125,155,140,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU16400400,Leudal                                  ,Buurt     ,BU16400400,595,2831.0,2.1,25.1,75,275,2.9,5.0,60,105,155,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400500,Leudal                                  ,Buurt     ,BU16400500,3885,2351.0,2.2,25.7,550,1770,3.2,4.0,505,785,1005,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU16400501,Leudal                                  ,Buurt     ,BU16400501,375,40.0,2.0,23.1,50,155,16.7,5.0,50,70,100,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400600,Leudal                                  ,Buurt     ,BU16400600,895,1832.0,2.4,24.9,150,375,3.5,5.0,135,175,165,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400700,Leudal                                  ,Buurt     ,BU16400700,3540,2144.0,2.3,26.8,525,1510,4.2,5.0,460,665,805,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU16400800,Leudal                                  ,Buurt     ,BU16400800,2025,1797.0,2.3,25.5,305,870,4.2,5.0,300,390,475,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400801,Leudal                                  ,Buurt     ,BU16400801,640,64.0,2.4,23.1,75,180,6.1,5.0,95,180,90,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400900,Leudal                                  ,Buurt     ,BU16400900,635,2126.0,2.3,23.5,100,275,4.4,5.0,100,140,105,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16400901,Leudal                                  ,Buurt     ,BU16400901,550,47.0,2.6,27.9,80,200,1.0,5.0,70,80,125,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU16401000,Leudal                                  ,Buurt     ,BU16401000,1460,2309.0,2.3,26.1,215,620,3.9,5.0,195,315,295,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16401100,Leudal                                  ,Buurt     ,BU16401100,1050,2368.0,2.4,25.0,170,430,2.1,5.0,125,185,185,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16401101,Leudal                                  ,Buurt     ,BU16401101,375,36.0,3.0,24.2,70,125,5.0,5.0,70,55,40,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU16401200,Leudal                                  ,Buurt     ,BU16401200,275,2128.0,2.4,24.8,45,110,3.7,5.0,30,50,40,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16401300,Leudal                                  ,Buurt     ,BU16401300,710,1240.0,2.3,25.8,100,310,3.9,5.0,100,130,180,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16401400,Leudal                                  ,Buurt     ,BU16401400,1195,2829.0,2.2,24.0,195,530,3.8,5.0,170,245,240,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU16401500,Leudal                                  ,Buurt     ,BU16401500,1600,2495.0,2.3,24.8,255,690,3.2,5.0,205,285,350,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03270000,Leusden                                 ,Buurt     ,BU03270000,605,4734.0,1.5,26.8,40,405,4.6,2.0,45,120,315,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270001,Leusden                                 ,Buurt     ,BU03270001,595,5796.0,2.0,26.2,75,290,3.4,2.0,95,135,150,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270002,Leusden                                 ,Buurt     ,BU03270002,810,5116.0,2.1,28.2,120,380,7.1,2.0,130,195,140,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270003,Leusden                                 ,Buurt     ,BU03270003,1040,5338.0,2.5,33.2,165,410,2.0,3.0,185,210,170,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270004,Leusden                                 ,Buurt     ,BU03270004,550,5082.0,1.6,23.6,60,335,12.8,2.0,60,175,85,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU03270005,Leusden                                 ,Buurt     ,BU03270005,830,6084.0,2.4,30.8,130,350,1.4,3.0,130,145,185,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270006,Leusden                                 ,Buurt     ,BU03270006,605,6566.0,2.5,33.3,85,235,0.8,4.0,110,120,105,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03270007,Leusden                                 ,Buurt     ,BU03270007,1190,7424.0,2.4,26.0,195,505,2.4,3.0,225,295,145,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270008,Leusden                                 ,Buurt     ,BU03270008,1520,5889.0,2.4,28.9,260,635,4.1,3.0,250,315,170,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270009,Leusden                                 ,Buurt     ,BU03270009,525,50.0,2.7,33.5,85,190,4.2,4.0,115,130,75,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03270100,Leusden                                 ,Buurt     ,BU03270100,1100,3470.0,2.2,30.3,160,495,2.7,2.0,165,230,280,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270101,Leusden                                 ,Buurt     ,BU03270101,505,4733.0,2.5,25.8,85,205,2.9,2.0,95,110,150,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270102,Leusden                                 ,Buurt     ,BU03270102,735,3839.0,1.9,34.9,70,340,7.6,2.0,80,70,365,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270103,Leusden                                 ,Buurt     ,BU03270103,1180,6222.0,2.5,29.5,205,475,1.9,2.0,240,220,240,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270104,Leusden                                 ,Buurt     ,BU03270104,445,5383.0,2.5,27.9,75,180,2.8,2.0,70,80,95,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270105,Leusden                                 ,Buurt     ,BU03270105,1110,6464.0,2.3,32.4,180,490,2.0,3.0,200,225,220,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270106,Leusden                                 ,Buurt     ,BU03270106,1505,5103.0,2.4,25.2,245,625,2.2,3.0,275,315,315,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270107,Leusden                                 ,Buurt     ,BU03270107,755,5208.0,2.5,27.4,120,305,3.6,2.0,120,105,190,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270108,Leusden                                 ,Buurt     ,BU03270108,2200,5624.0,2.1,28.4,310,1025,5.2,2.0,355,390,610,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270200,Leusden                                 ,Buurt     ,BU03270200,1915,2906.0,2.4,32.3,300,790,2.4,4.0,330,335,465,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03270201,Leusden                                 ,Buurt     ,BU03270201,2580,5938.0,2.8,32.7,505,910,2.4,4.0,765,810,150,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU03270209,Leusden                                 ,Buurt     ,BU03270209,565,21.0,2.5,35.3,85,210,2.4,5.0,75,95,135,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03270300,Leusden                                 ,Buurt     ,BU03270300,1975,2805.0,2.3,26.7,280,840,3.0,5.0,255,325,525,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU03270309,Leusden                                 ,Buurt     ,BU03270309,560,59.0,2.9,31.0,95,190,2.6,5.0,115,100,70,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03270400,Leusden                                 ,Buurt     ,BU03270400,370,104.0,2.6,27.0,55,140,2.9,5.0,70,80,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU03270500,Leusden                                 ,Buurt     ,BU03270500,1760,5451.0,2.1,26.9,285,815,4.9,2.0,255,395,295,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU03270501,Leusden                                 ,Buurt     ,BU03270501,1845,7061.0,2.4,28.8,335,775,5.9,4.0,320,410,220,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU07330000,Lingewaal                               ,Buurt     ,BU07330000,1145,3315.0,2.6,28.1,200,430,1.9,5.0,235,270,150,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU07330001,Lingewaal                               ,Buurt     ,BU07330001,1765,5327.0,2.5,22.1,295,715,5.8,4.0,310,380,300,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07330100,Lingewaal                               ,Buurt     ,BU07330100,590,3874.0,2.3,24.8,100,255,4.4,5.0,110,155,85,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07330101,Lingewaal                               ,Buurt     ,BU07330101,1500,4411.0,2.4,25.2,245,620,3.4,5.0,240,305,325,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07330102,Lingewaal                               ,Buurt     ,BU07330102,940,579.0,2.4,28.8,145,380,2.7,5.0,130,160,185,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07330200,Lingewaal                               ,Buurt     ,BU07330200,1875,1084.0,2.4,24.8,315,785,3.9,5.0,295,400,365,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07330300,Lingewaal                               ,Buurt     ,BU07330300,2300,880.0,2.5,26.5,370,910,3.9,5.0,410,505,500,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU07330309,Lingewaal                               ,Buurt     ,BU07330309,380,19.0,2.4,29.8,65,155,2.6,5.0,70,100,50,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050000,Lingewaard                              ,Buurt     ,BU17050000,11900,3013.0,2.4,26.8,1965,4925,4.4,4.0,2145,2435,2285,3,Stedelijke gemeenschap,Een gemiddelde stedelijke gemeenschap met diverse leeftijdsgroepen en inkomensniveau's.
BU17050001,Lingewaard                              ,Buurt     ,BU17050001,1840,2036.0,2.5,22.0,320,730,4.3,5.0,340,390,275,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17050002,Lingewaard                              ,Buurt     ,BU17050002,2265,2070.0,2.4,23.4,350,920,4.1,5.0,335,410,520,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17050003,Lingewaard                              ,Buurt     ,BU17050003,2080,2417.0,2.4,22.4,325,865,4.9,5.0,310,380,430,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17050005,Lingewaard                              ,Buurt     ,BU17050005,585,71.0,2.9,29.3,110,200,1.0,5.0,110,120,80,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050006,Lingewaard                              ,Buurt     ,BU17050006,310,40.0,2.9,34.1,55,105,6.6,5.0,65,70,25,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050007,Lingewaard                              ,Buurt     ,BU17050007,645,102.0,2.5,29.3,95,245,2.9,5.0,70,105,135,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050100,Lingewaard                              ,Buurt     ,BU17050100,5665,4866.0,2.3,21.6,890,2410,5.6,4.0,935,1145,1275,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU17050101,Lingewaard                              ,Buurt     ,BU17050101,490,386.0,2.4,30.3,75,195,4.6,4.0,50,90,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050103,Lingewaard                              ,Buurt     ,BU17050103,285,414.0,2.8,26.5,55,100,1.0,5.0,45,40,35,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050108,Lingewaard                              ,Buurt     ,BU17050108,365,70.0,2.5,28.8,55,145,2.8,5.0,45,50,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU17050200,Lingewaard                              ,Buurt     ,BU17050200,745,4514.0,1.7,27.5,75,435,5.7,3.0,60,210,170,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU17050201,Lingewaard                              ,Buurt     ,BU17050201,6190,4970.0,2.2,25.0,935,2775,4.5,3.0,975,1300,1465,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU17050202,Lingewaard                              ,Buurt     ,BU17050202,1875,4368.0,2.4,25.6,305,765,2.2,4.0,315,415,360,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17050203,Lingewaard                              ,Buurt     ,BU17050203,6070,4283.0,2.2,25.5,950,2740,3.5,3.0,890,1325,1210,6,Gestapelde Buurten,"Cluster van buurten met gemiddelde inwoners, huishoudens en inkomensstatistieken in Nederland."
BU17050207,Lingewaard                              ,Buurt     ,BU17050207,1300,421.0,2.5,26.5,230,510,4.2,4.0,220,280,230,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU17050208,Lingewaard                              ,Buurt     ,BU17050208,2730,1333.0,3.0,27.9,555,905,1.4,3.0,775,950,215,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU05530100,Lisse                                   ,Buurt     ,BU05530100,375,46.0,1.9,31.2,45,190,3.0,5.0,45,95,65,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU05530400,Lisse                                   ,Buurt     ,BU05530400,1620,7275.0,2.3,28.9,240,695,1.6,3.0,220,340,305,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05530500,Lisse                                   ,Buurt     ,BU05530500,1460,7104.0,2.2,25.7,235,650,5.5,2.0,225,345,240,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05530600,Lisse                                   ,Buurt     ,BU05530600,1940,8966.0,2.1,24.5,290,910,2.2,2.0,320,520,405,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05530700,Lisse                                   ,Buurt     ,BU05530700,1460,5789.0,2.2,23.0,235,650,5.2,2.0,290,390,280,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05530800,Lisse                                   ,Buurt     ,BU05530800,1735,5714.0,2.4,27.1,300,715,4.0,2.0,350,440,295,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05530900,Lisse                                   ,Buurt     ,BU05530900,2650,6268.0,1.9,26.5,335,1380,4.4,2.0,355,705,705,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
BU05531000,Lisse                                   ,Buurt     ,BU05531000,1440,4222.0,2.0,32.1,155,680,3.8,3.0,185,170,680,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05531100,Lisse                                   ,Buurt     ,BU05531100,585,2530.0,2.3,46.5,80,255,3.2,2.0,90,70,215,5,Stedelijke Buurten,Buurten met hoge bevolkingsdichtheid en diverse leeftijdsopbouw en gemiddelde inkomens.
BU05531200,Lisse                                   ,Buurt     ,BU05531200,1395,4049.0,2.4,25.1,225,580,3.3,2.0,230,245,330,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05531300,Lisse                                   ,Buurt     ,BU05531300,1790,7770.0,2.2,24.0,285,820,7.5,3.0,300,425,340,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05531400,Lisse                                   ,Buurt     ,BU05531400,1660,5418.0,2.1,23.2,235,775,4.9,2.0,230,335,505,4,Stedelijke Buurten,Gemiddelde cijfers voor buurten met hoge bevolkingsdichtheid en diverse leeftijdsgroepen.
BU05531700,Lisse                                   ,Buurt     ,BU05531700,1590,9374.0,3.0,26.4,335,530,1.5,3.0,310,300,110,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU05531800,Lisse                                   ,Buurt     ,BU05531800,1210,6520.0,2.6,30.9,235,460,2.0,4.0,220,285,70,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU05531900,Lisse                                   ,Buurt     ,BU05531900,660,4791.0,2.1,24.0,110,310,6.4,5.0,110,200,100,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU05532000,Lisse                                   ,Buurt     ,BU05532000,505,2194.0,2.5,29.0,90,200,2.0,4.0,65,85,100,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU05532100,Lisse                                   ,Buurt     ,BU05532100,295,110.0,2.8,28.9,55,100,3.0,5.0,50,45,60,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01400000,Littenseradiel                          ,Buurt     ,BU01400000,2055,1874.0,2.2,22.8,295,900,7.3,5.0,325,440,505,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400001,Littenseradiel                          ,Buurt     ,BU01400001,850,1294.0,2.4,22.3,135,350,5.2,5.0,165,210,135,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400100,Littenseradiel                          ,Buurt     ,BU01400100,355,796.0,2.4,22.7,55,150,1.4,5.0,55,75,75,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01400200,Littenseradiel                          ,Buurt     ,BU01400200,1100,1559.0,2.5,25.7,185,440,3.7,5.0,225,210,190,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400301,Littenseradiel                          ,Buurt     ,BU01400301,405,729.0,2.3,22.7,55,170,4.7,5.0,80,75,75,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400302,Littenseradiel                          ,Buurt     ,BU01400302,980,1211.0,2.3,22.1,145,415,4.6,5.0,170,215,180,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400304,Littenseradiel                          ,Buurt     ,BU01400304,275,70.0,2.4,25.4,40,110,1.8,5.0,60,65,50,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01400305,Littenseradiel                          ,Buurt     ,BU01400305,315,393.0,2.5,22.6,50,130,4.7,5.0,55,75,45,7,Zeer Stedelijke Buurten,"Buurten met hoge bevolkingsdichtheid en gemiddelde inkomens, met veel huishoudens en kinderen."
BU01400306,Littenseradiel                          ,Buurt     ,BU01400306,335,82.0,2.5,19.6,55,135,5.3,5.0,70,80,50,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400400,Littenseradiel                          ,Buurt     ,BU01400400,505,829.0,2.0,23.0,65,250,8.7,5.0,65,105,140,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU01400403,Littenseradiel                          ,Buurt     ,BU01400403,265,645.0,2.5,22.4,40,105,5.7,5.0,60,45,45,2,Gemiddelde Wijk Kenmerken,Analyse van gemiddelde demografische en sociaaleconomische kenmerken van Nederlandse buurten
BU02620000,Lochem                                  ,Buurt     ,BU02620000,785,6122.0,1.5,26.2,55,465,10.9,3.0,55,195,290,1,Stedelijke wijk met gezinnen,"Een gemiddelde stedelijke wijk met gezinnen, hoge bevolkingsdichtheid en diverse leeftijden."
BU02620001,Lochem                                  ,Buurt     ,BU02620001,3895,5675.0,2.2,20.0,610,1720,7.9,3.0,700,935,855,0,Gemiddelde Buurtkenmerken,Analyse van gemiddelde demografische en economische kenmerken van Nederlandse buurten.
